ind,pop,lat,long,sex,color,AT16a,AT16b,AT58a,AT58b,AT19a,AT19b,AM5_64a,AM5_64b,AT53a,AT53b,B38_1a,B38_1b,CorAT64a,CorAT64b,PnMs16a,PnMs16b,TvM1a,TvM1b
6426,14,-38.715128,177.285579,M,bl,138,140,133,133,258,258,255,255,257,261,87,91,180,182,248,250,227,235
6427,14,-38.715434,177.284631,F,bl,136,144,133,149,258,278,NA,NA,255,261,89,91,166,178,228,248,227,235
6429,14,-38.716761,177.283146,F,bl,136,138,133,149,258,276,255,255,269,275,87,91,178,186,228,248,229,233
6430,14,-38.716072,177.283001,F,bl,138,144,133,153,258,276,255,255,257,275,85,85,178,180,228,228,227,229
6431,14,-38.714404,177.28755,M,bl,136,144,133,153,NA,NA,NA,NA,255,265,NA,NA,178,180,NA,NA,227,233
6432,14,-38.714164,177.286994,M,bl,138,142,133,149,258,258,NA,NA,255,269,89,89,166,178,228,250,223,229
6059,15,-38.878046,177.270746,F,br,136,144,133,133,270,278,255,259,255,259,85,85,166,166,248,250,223,233
6061,15,-38.877912,177.271453,M,br,138,144,133,149,270,270,255,255,265,269,85,89,166,166,248,250,231,233
6062,15,-38.874456,177.289379,F,bl,136,140,153,155,258,270,255,259,255,269,91,91,178,180,228,228,233,235
6063,15,-38.865756,177.293864,F,bl,138,140,149,153,258,278,255,255,255,255,87,91,182,186,248,250,231,233
6066,15,-38.870067,177.29121,M,br,140,144,133,133,258,278,255,259,269,269,89,91,178,180,248,248,NA,NA
6068,15,-38.868054,177.292944,F,bl,138,138,133,149,264,270,255,255,219,261,91,91,178,182,250,250,231,235
6069,15,-38.871581,177.290991,F,bl,138,140,149,149,NA,NA,255,259,257,269,85,85,166,178,248,248,223,235
6070,15,-38.878595,177.281175,M,br,138,144,133,133,258,278,255,255,257,269,87,89,176,180,250,250,223,233
6072,15,-38.878615,177.273388,M,bl,134,144,133,133,270,278,255,259,255,269,85,91,178,180,228,228,223,223
6073,15,-38.87811,177.279196,M,br,136,136,133,149,258,258,255,259,265,269,89,89,166,180,228,248,233,235
6074,15,-38.878172,177.279707,M,br,138,138,133,133,258,258,255,259,255,269,87,89,166,178,228,248,223,233
6075,15,-38.878507,177.28087,F,bl,140,140,133,133,258,264,255,255,255,257,85,89,NA,NA,248,250,223,227
6076,15,-38.878896,177.283743,M,br,134,142,133,133,258,270,255,259,255,269,85,89,166,180,NA,NA,223,231
6077,15,-38.871275,177.291942,M,bl,138,140,149,153,264,276,255,255,219,265,89,91,180,182,250,250,223,223
6078,15,-38.872065,177.284341,F,br,138,144,133,133,258,264,255,255,257,269,NA,NA,NA,NA,NA,NA,233,235
6079,15,-38.873466,177.283769,M,br,138,140,149,149,258,278,NA,NA,255,269,91,91,166,186,228,248,235,235
6080,15,-38.878729,177.281691,F,bl,NA,NA,133,155,258,258,255,255,253,255,89,89,NA,NA,228,250,223,235
6081,15,-38.869929,177.292736,F,br,144,144,145,149,264,278,255,255,257,271,89,89,178,186,228,248,223,235
6082,15,-38.870073,177.292272,M,br,140,140,133,133,264,278,255,255,255,255,89,91,166,178,228,228,233,233
6083,15,-38.872435,177.291793,F,bl,140,144,133,133,258,278,259,259,257,271,89,91,180,186,248,250,223,223
6086,15,-38.87378,177.29033,M,br,138,138,133,133,258,266,255,255,255,255,89,91,178,186,228,248,223,233
6087,15,-38.865689,177.293964,M,bl,140,142,NA,NA,NA,NA,NA,NA,255,255,87,87,166,186,248,250,231,235
6088,15,-38.868326,177.295556,M,bl,138,144,133,153,258,264,255,259,265,269,85,91,182,186,228,248,223,235
6089,15,-38.87388,177.29029,F,bl,136,138,133,155,NA,NA,NA,NA,255,255,91,91,178,186,228,228,223,223
6090,15,-38.874062,177.289782,F,bl,140,140,133,155,258,278,255,259,255,269,89,91,180,186,228,250,223,235
6092,15,-38.867797,177.292582,M,bl,138,140,133,149,264,278,255,255,219,269,91,91,178,180,248,250,231,235
6093,15,-38.867315,177.29246,M,bl,138,140,133,133,NA,NA,NA,NA,257,271,87,89,186,186,NA,NA,223,223
6094,15,-38.87253,177.284692,M,bl,136,144,133,139,270,270,NA,NA,261,269,89,89,166,178,248,248,223,233
6095,15,-38.868434,177.296036,F,br,138,140,133,155,270,276,NA,NA,255,257,89,91,166,186,228,228,223,231
6096,15,-38.872041,177.291735,F,bl,140,144,133,149,NA,NA,NA,NA,257,271,89,91,NA,NA,248,250,223,231
6100,15,-38.873555,177.291262,F,br,134,144,133,133,264,278,255,255,255,255,85,89,178,178,248,248,223,223
7401,15,-38.876431,177.280928,M,br,138,138,133,149,270,278,255,255,269,269,NA,NA,NA,NA,NA,NA,NA,NA
7402,15,-38.878839,177.284074,M,br,140,142,149,153,258,258,255,255,265,269,89,91,166,186,228,248,233,235
7404,15,-38.87807,177.283647,M,br,138,142,133,133,258,278,255,259,269,271,87,89,178,180,228,248,223,233
7405,15,-38.878043,177.282907,F,bl,140,142,133,133,258,270,255,299,255,261,85,85,166,186,228,248,227,233
7406,15,-38.871619,177.290959,F,br,138,140,133,149,270,294,NA,NA,259,259,85,91,166,180,228,248,223,233
7407,15,-38.867147,177.291654,M,bl,140,144,133,149,258,258,255,255,269,271,91,91,178,186,228,228,227,233
7409,15,-38.868531,177.285255,F,bl,140,144,133,133,258,270,255,255,255,269,85,93,166,186,248,250,223,227
7410,15,-38.869573,177.284419,M,br,136,140,133,133,258,258,255,259,255,255,NA,NA,NA,NA,NA,NA,223,233
7411,15,-38.870532,177.285043,F,bl,140,140,133,133,258,258,255,255,257,269,87,89,176,180,248,248,223,233
7412,15,-38.876992,177.28087,F,bl,136,144,133,133,NA,NA,255,255,257,259,NA,NA,NA,NA,NA,NA,223,235
7413,15,-38.874132,177.28381,F,br,140,144,133,149,258,264,255,255,257,265,87,87,182,186,248,248,223,235
7414,15,-38.876045,177.282796,F,bl,134,144,133,133,258,258,255,255,257,257,87,87,166,166,228,250,223,233
7415,15,-38.876212,177.282933,M,bl,138,138,133,153,264,278,NA,NA,265,271,91,91,166,178,248,250,227,235
7422,15,-38.865308,177.293791,F,bl,138,140,133,149,258,278,NA,NA,255,261,89,91,178,182,228,248,NA,NA
7428,15,-38.87477,177.286041,F,bl,138,144,133,133,264,278,255,255,269,271,85,87,166,178,250,250,233,233
7429,15,-38.877223,177.272023,F,bl,138,140,133,155,258,258,255,259,255,259,87,87,166,178,228,248,233,235
7430,15,-38.876317,177.28422,M,br,134,142,133,133,258,278,255,259,257,261,85,89,166,178,248,248,NA,NA
7435,15,-38.878008,177.271055,F,bl,138,144,133,133,258,258,255,255,257,257,87,87,166,186,228,250,223,233
7436,15,-38.873592,177.291241,F,bl,136,138,133,153,258,258,255,255,255,255,91,91,178,186,228,228,223,233
7437,15,-38.869067,177.293583,F,bl,138,138,133,133,270,270,255,255,257,261,NA,NA,182,182,NA,NA,235,235
7438,15,-38.870379,177.291794,F,bl,136,138,149,149,264,278,255,255,259,259,87,87,166,166,220,248,223,235
7439,15,-38.879727,177.27161,M,br,NA,NA,133,133,264,278,NA,NA,255,255,89,89,178,186,NA,NA,227,235
5219,17,-38.798163,177.39471,M,bl,136,140,133,133,258,276,255,255,257,261,85,89,180,186,228,250,235,235
5220,17,-38.798163,177.39471,M,bl,138,144,133,149,258,270,255,299,NA,NA,89,91,178,186,NA,NA,223,233
5223,17,-38.806927,177.414497,M,br,138,144,133,149,258,258,255,255,257,265,85,91,166,186,228,248,231,233
5224,17,-38.797674,177.394748,M,bl,134,138,133,133,258,270,255,255,NA,NA,NA,NA,166,178,NA,NA,NA,NA
5225,17,-38.797674,177.394748,F,bl,142,144,133,133,258,270,255,255,269,271,91,91,178,186,248,250,223,233
5226,17,-38.797674,177.394748,M,bl,140,140,133,133,258,278,259,291,257,269,85,85,166,180,228,248,223,235
5227,17,-38.797674,177.394748,M,bl,138,140,133,133,258,258,255,259,263,267,87,89,174,178,NA,NA,223,223
5228,17,-38.797674,177.394748,F,bl,140,144,133,133,270,270,259,259,255,269,85,89,166,178,228,228,223,223
5229,17,-38.797674,177.394748,F,br,140,144,133,133,270,278,255,259,257,271,85,87,166,178,228,228,223,223
5230,17,-38.798748,177.397075,F,bl,140,144,133,133,258,258,255,259,NA,NA,87,89,178,186,228,248,223,227
5231,17,-38.798748,177.397075,M,bl,138,144,133,153,258,258,259,259,NA,NA,NA,NA,166,186,NA,NA,NA,NA
5233,17,-38.798241,177.394553,F,bl,140,140,133,153,258,258,255,299,NA,NA,87,87,178,180,NA,NA,223,231
5234,17,-38.798122,177.395065,F,bl,140,144,133,133,276,278,255,255,259,261,89,91,178,180,228,228,223,223
5235,17,-38.798077,177.395062,M,br,140,140,133,149,270,278,255,259,255,257,87,87,166,178,228,248,223,227
5237,17,-38.798765,177.397099,M,br,140,140,149,153,258,278,255,299,255,269,87,87,180,186,228,228,227,231
5238,17,-38.798765,177.397099,F,bl,140,140,133,149,258,278,255,255,269,269,85,87,166,180,228,228,227,233
5669,17,-38.806201,177.416238,F,bl,136,138,133,149,270,282,255,255,257,269,NA,NA,166,180,NA,NA,233,235
5670,17,-38.806599,177.415052,M,bl,138,144,133,133,258,264,255,259,265,271,85,85,180,182,228,250,223,235
5671,17,-38.810225,177.412226,F,bl,138,140,133,149,264,270,255,259,255,255,85,89,176,180,228,248,233,235
5672,17,-38.811363,177.409127,F,bl,138,140,133,149,264,278,255,255,269,269,87,91,166,186,228,248,223,227
5673,17,-38.811363,177.409127,F,bl,140,140,133,133,264,278,255,255,NA,NA,85,91,166,166,228,228,223,227
5674,17,-38.811363,177.409127,F,bl,138,138,133,149,NA,NA,255,255,269,269,87,89,176,186,228,250,227,233
5675,17,-38.79793,177.396551,F,bl,138,144,133,153,258,270,255,259,NA,NA,NA,NA,186,186,NA,NA,NA,NA
5676,17,-38.79793,177.396551,F,bl,140,140,133,133,270,270,255,259,255,271,87,89,178,186,228,248,223,233
5677,17,-38.797884,177.396571,M,br,138,140,133,153,258,258,259,259,263,263,87,89,174,186,248,250,229,229
5678,17,-38.797856,177.396592,F,bl,144,144,133,133,270,278,255,259,NA,NA,85,89,178,180,NA,NA,223,223
5679,17,-38.797856,177.396592,F,br,138,144,133,149,258,278,255,259,255,257,85,91,178,182,248,248,223,223
5680,17,-38.796861,177.393614,F,br,138,140,133,133,258,270,255,255,271,271,91,91,180,180,228,250,223,223
5681,17,-38.797776,177.396564,M,br,140,144,133,149,270,278,255,259,255,255,NA,NA,178,180,NA,NA,223,223
5682,17,-38.797776,177.396564,F,bl,140,140,133,149,NA,NA,255,255,255,261,89,89,178,178,NA,NA,223,227
5683,17,-38.797846,177.396615,M,br,138,144,133,149,258,278,255,255,269,271,89,91,178,180,228,228,NA,NA
5684,17,-38.797855,177.396627,F,bl,138,144,NA,NA,NA,NA,255,259,NA,NA,87,87,166,186,228,248,221,221
5685,17,-38.797776,177.396564,F,br,140,144,133,133,258,270,255,255,257,269,87,91,178,180,NA,NA,223,223
5686,17,-38.798671,177.397208,M,bl,138,144,133,149,258,278,255,255,257,269,85,89,166,178,228,228,223,223
5687,17,-38.798671,177.397208,F,bl,138,140,133,133,258,278,259,259,259,271,85,87,166,176,228,228,223,227
5688,17,-38.798671,177.397208,F,bl,138,140,133,133,258,258,255,255,257,269,85,85,166,186,228,250,227,233
5689,17,-38.798671,177.397208,F,bl,140,140,133,149,258,278,255,299,255,269,85,87,166,186,228,250,223,227
5690,17,-38.798671,177.397208,F,bl,140,144,133,133,258,270,255,255,255,269,89,89,166,178,228,250,223,223
5691,17,-38.798671,177.397208,M,bl,140,144,133,133,270,270,255,255,255,269,85,91,166,180,228,228,223,227
5692,17,-38.798707,177.39721,M,br,140,144,133,149,276,278,255,255,NA,NA,85,91,166,186,228,228,219,225
5693,17,-38.798671,177.397208,F,bl,138,144,133,133,258,278,255,295,257,261,87,87,180,186,228,248,223,223
6238,19,-38.966825,177.323714,M,bl,140,142,133,155,258,258,255,291,257,257,87,89,178,186,228,228,229,233
6239,19,-38.96591,177.337913,M,bl,136,144,133,133,258,258,255,255,265,265,89,89,178,186,228,228,235,235
6243,19,-38.96114,177.32833,M,bl,136,138,133,155,276,276,255,255,255,255,91,91,166,180,228,228,235,235
6244,19,-38.965619,177.335353,F,bl,126,136,133,133,264,278,255,255,219,257,NA,NA,NA,NA,NA,NA,NA,NA
6245,19,-38.963922,177.3299,M,bl,138,144,149,153,258,264,255,255,257,269,85,89,166,166,228,228,223,231
6892,19,-38.965002,177.335223,F,bl,144,144,133,155,258,278,255,291,241,255,83,89,166,166,228,228,223,223
6893,19,-38.962227,177.329633,F,bl,138,144,133,149,258,258,255,255,255,255,89,91,180,180,228,228,233,235
6894,19,-38.965179,177.335072,F,bl,138,140,133,149,258,258,255,255,261,271,87,89,166,186,228,228,223,233
6895,19,-38.965871,177.326035,F,bl,140,144,133,149,264,264,255,255,255,259,89,91,166,182,228,248,223,223
6896,19,-38.965596,177.324239,M,bl,140,140,NA,NA,NA,NA,255,255,265,269,87,91,166,186,228,228,233,233
6897,19,-38.963785,177.336384,M,bl,140,144,133,153,264,278,255,259,257,261,89,91,166,166,246,246,223,223
6898,19,-38.962227,177.329633,F,bl,138,144,133,133,258,278,255,255,257,259,85,91,182,186,228,228,223,233
6899,19,-38.960497,177.332957,M,gr,138,144,133,149,258,270,255,255,257,257,89,89,NA,NA,228,228,229,233
6900,19,-38.963973,177.332133,F,bl,138,138,149,149,258,278,255,299,219,255,89,91,166,178,228,228,223,235
6956,19,-38.964784,177.337635,F,gr,136,138,133,155,264,278,255,255,259,269,87,89,166,186,228,228,231,231
6957,19,-38.961303,177.33452,M,bl,138,138,133,149,258,272,255,255,255,255,85,89,178,186,228,228,223,233
6958,19,-38.961727,177.329279,M,bl,138,140,133,133,258,264,255,255,259,259,89,91,166,180,228,228,223,233
6959,19,-38.966811,177.324799,M,bl,140,140,NA,NA,NA,NA,255,255,265,269,85,89,166,178,248,248,223,223
6960,19,-38.965871,177.326035,M,bl,138,138,133,149,258,278,255,255,255,255,85,89,NA,NA,228,228,233,233
6961,19,-38.947897,177.321748,M,bl,136,138,133,153,264,278,255,259,257,265,85,91,166,180,220,220,223,233
6962,19,-38.947897,177.321748,M,gr,138,140,133,153,274,276,255,255,255,255,85,89,166,166,228,228,229,235
6963,19,-38.947897,177.321748,M,bl,138,144,133,153,264,276,255,255,257,265,89,91,166,180,228,228,223,235
6965,19,-38.947897,177.321748,M,gr,138,138,133,153,258,278,255,255,255,265,NA,NA,166,180,228,228,229,229
6966,19,-38.947897,177.321748,M,bl,138,140,133,139,266,276,255,255,265,269,NA,NA,166,178,NA,NA,223,227
6967,19,-38.963127,177.330417,F,bl,138,144,133,149,276,278,255,255,261,261,91,91,166,166,228,228,223,233
6970,19,-38.973497,177.32854,M,gr,140,146,133,133,270,270,NA,NA,257,265,89,91,166,186,228,228,233,235
6971,19,-38.973898,177.328669,F,bl,140,144,133,149,264,278,255,255,241,257,NA,NA,178,186,228,228,223,233
6972,19,-38.973898,177.328669,F,bl,140,144,133,155,264,276,255,255,255,271,89,91,166,166,228,250,227,235
6973,19,-38.972789,177.32986,F,gr,136,144,133,149,264,270,255,255,255,269,89,89,166,178,228,228,233,235
6974,19,-38.97114,177.330774,F,bl,140,144,133,133,258,270,255,255,257,269,89,89,166,166,228,228,233,235
6975,19,-38.97114,177.330774,F,bl,140,146,133,133,258,270,255,291,265,271,89,91,166,166,228,228,233,235
6976,19,-38.969616,177.332447,F,bl,138,144,133,149,264,278,255,255,257,259,NA,NA,166,180,228,248,223,233
6977,19,-38.968541,177.333201,F,bl,138,140,133,133,264,278,255,255,257,265,87,87,166,180,228,228,233,233
6978,19,-38.967786,177.33766,M,bl,138,138,153,155,258,278,255,299,265,271,89,89,166,180,248,248,227,233
6979,19,-38.962031,177.352239,M,bl,140,140,133,133,264,270,255,255,255,255,NA,NA,166,178,NA,NA,227,235
6980,19,-38.962644,177.35081,M,bl,140,140,133,153,276,278,255,255,261,269,NA,NA,166,178,228,228,233,233
6981,19,-38.961933,177.351979,F,gr,140,140,133,133,258,270,255,255,255,257,89,91,166,180,228,250,227,231
6982,19,-38.962179,177.351197,M,bl,140,144,133,155,264,270,255,255,257,259,85,89,166,166,228,228,227,231
6983,19,-38.962519,177.350779,M,bl,140,140,133,133,258,264,255,259,241,255,NA,NA,166,180,228,248,233,233
6984,19,-38.96591,177.337913,F,bl,136,144,133,147,264,278,255,255,257,269,91,91,178,180,228,228,231,235
6985,19,-38.96591,177.337913,F,bl,140,144,153,153,264,278,255,259,255,257,NA,NA,178,184,NA,NA,223,223
7101,19,-38.96591,177.337913,M,bl,138,144,133,133,258,258,255,255,255,261,89,89,166,186,228,228,223,233
7102,19,-38.964844,177.335571,M,gr,140,140,133,133,264,264,255,255,219,259,85,89,166,178,228,228,227,233
7103,19,-38.961527,177.334338,F,bl,144,144,133,133,264,270,255,259,257,259,85,89,166,178,220,220,223,235
7104,19,-38.960328,177.341229,F,bl,140,144,133,133,258,278,255,255,259,269,89,89,180,186,228,228,233,233
7105,19,-38.958977,177.332851,M,bl,140,144,133,145,264,264,255,255,259,261,85,91,166,180,228,228,223,223
7106,19,-38.960772,177.330918,M,bl,140,140,139,149,NA,NA,255,255,269,269,89,89,166,166,220,228,NA,NA
7107,19,-38.961954,177.329224,M,bl,144,144,133,133,258,278,255,259,255,255,85,89,166,180,228,228,223,233
7108,19,-38.961042,177.328532,F,bl,138,140,133,133,258,276,NA,NA,255,269,87,87,178,178,228,228,227,233
7109,19,-38.953529,177.331186,M,bl,144,144,133,133,264,278,255,255,261,263,85,91,166,180,228,228,223,233
7110,19,-38.953529,177.331186,F,bl,140,144,133,133,278,278,255,255,255,259,85,85,166,166,228,228,233,235
7111,19,-38.961922,177.329129,F,bl,NA,NA,133,151,264,264,255,255,NA,NA,89,89,178,182,228,248,NA,NA
7112,19,-38.961042,177.328532,F,bl,138,144,133,133,274,276,259,291,255,269,87,91,178,180,248,248,NA,NA
7113,19,-38.963516,177.331088,M,bl,138,144,133,149,276,278,255,255,219,269,89,91,166,166,228,250,223,235
7114,19,-38.966422,177.32459,M,bl,138,140,145,155,258,276,255,255,243,255,89,91,166,166,248,248,227,235
7128,19,-38.959636,177.333527,F,gr,138,140,133,133,264,270,255,255,257,259,85,89,166,180,228,228,223,229
7129,19,-38.96165,177.339439,M,bl,134,140,153,155,258,270,255,255,257,261,91,91,166,166,228,228,223,233
7130,19,-38.962691,177.33002,M,bl,138,140,133,151,264,276,255,255,261,269,89,91,166,182,228,228,229,233
7131,19,-38.953404,177.331386,M,gr,138,144,133,133,264,276,255,255,219,257,85,89,166,178,228,228,223,233
7132,19,-38.962684,177.329962,M,bl,140,140,149,155,264,270,255,255,269,269,89,91,178,186,228,228,223,233
7133,19,-38.962087,177.329532,F,bl,138,140,133,133,276,276,255,255,241,255,85,85,178,178,228,228,NA,NA
7134,19,-38.960501,177.337139,M,bl,138,144,139,149,258,278,255,255,255,259,85,89,178,178,220,220,233,235
7135,19,-38.963167,177.330535,M,bl,138,140,155,157,270,278,255,255,255,269,87,91,166,166,228,228,223,235
7136,19,-38.95407,177.33644,F,bl,140,142,133,133,258,264,255,291,257,259,91,91,180,182,228,228,223,223
6969a,19,-38.947897,177.321748,M,bl,138,140,133,153,270,274,255,255,255,265,89,89,166,166,228,228,227,233
6901,20,-38.929165,177.389003,M,br,144,144,133,133,258,278,255,255,257,269,89,89,176,186,220,248,227,233
6902,20,-38.928128,177.386871,F,bl,140,144,133,133,258,258,255,255,257,257,89,89,180,186,228,250,223,227
6903,20,-38.927009,177.372242,F,bl,140,144,133,145,258,258,255,255,255,269,89,89,166,182,228,228,NA,NA
6904,20,-38.921601,177.384222,M,bl,144,144,133,149,NA,NA,NA,NA,NA,NA,85,85,166,166,228,248,NA,NA
6905,20,-38.9332,177.389614,M,br,140,144,153,153,258,278,255,259,257,265,85,89,178,186,228,250,223,235
6906,20,-38.934683,177.381947,F,bl,140,144,133,153,270,278,255,259,265,269,89,91,166,178,228,228,233,235
6907,20,-38.924787,177.384145,M,br,134,142,133,133,258,278,255,255,265,269,89,91,178,186,228,248,233,233
6908,20,-38.926563,177.384879,M,br,140,144,153,153,278,278,255,259,259,265,85,89,166,166,228,248,227,227
6909,20,-38.93083,177.386486,F,bl,138,140,133,153,258,258,255,259,255,269,85,89,180,186,228,228,227,231
6910,20,-38.931072,177.385116,M,br,136,144,133,153,258,278,255,259,257,261,85,89,166,178,228,250,223,235
6911,20,-38.934646,177.381517,F,bl,140,144,133,133,258,264,255,255,NA,NA,87,91,166,178,228,228,223,235
6912,20,-38.933022,177.383182,F,bl,140,144,133,153,258,258,255,259,257,265,85,91,178,178,228,228,NA,NA
6913,20,-38.930426,177.387154,F,bl,136,144,133,153,NA,NA,255,255,255,265,85,89,166,186,228,250,227,235
6914,20,-38.929824,177.388051,F,bl,136,138,133,133,NA,NA,255,255,NA,NA,89,91,178,186,248,250,NA,NA
6915,20,-38.93083,177.386498,M,bl,140,144,133,133,NA,NA,255,259,259,261,89,91,166,166,228,248,223,227
6916,20,-38.929581,177.388267,F,bl,138,140,133,153,NA,NA,255,255,NA,NA,89,89,178,178,250,250,NA,NA
6917,20,-38.929101,177.386435,F,br,140,140,133,155,258,278,255,259,NA,NA,87,89,166,166,228,248,NA,NA
6918,20,-38.927056,177.360814,M,br,NA,NA,133,133,258,276,255,255,265,269,89,89,166,166,228,248,NA,NA
6919,20,-38.923116,177.362681,M,br,138,138,133,153,258,276,255,255,257,269,87,87,166,178,248,248,223,233
6920,20,-38.922221,177.361783,M,br,NA,NA,149,153,258,270,NA,NA,257,259,89,89,166,186,228,248,235,235
6921,20,-38.923942,177.356591,F,br,144,144,133,153,258,264,255,255,NA,NA,85,89,178,178,248,250,223,233
6922,20,-38.927336,177.361501,F,bl,138,138,133,133,258,278,255,255,259,269,85,89,166,178,228,228,223,235
6923,20,-38.927352,177.36156,F,br,140,144,133,149,258,270,255,255,257,259,85,85,166,186,248,250,NA,NA
6924,20,-38.923039,177.359248,M,br,140,144,133,133,258,278,255,255,255,271,89,89,166,166,228,248,223,223
6926,20,-38.92723,177.361217,M,br,NA,NA,133,133,258,270,255,259,NA,NA,89,91,178,178,228,248,NA,NA
6927,20,-38.916013,177.354989,M,bl,138,142,133,133,NA,NA,NA,NA,257,267,85,85,166,186,228,228,NA,NA
6928,20,-38.918548,177.358991,F,br,138,138,133,133,258,264,259,299,NA,NA,87,89,180,180,248,250,227,227
6929,20,-38.919154,177.356582,F,bl,138,144,133,133,258,258,255,255,265,265,85,89,178,186,228,250,223,223
6930,20,-38.923594,177.358878,F,bl,144,144,133,133,258,264,255,255,255,271,85,89,178,178,228,248,223,235
6931,20,-38.932911,177.387506,F,br,138,138,133,149,258,278,NA,NA,255,257,85,85,186,186,228,228,227,235
6932,20,-38.931116,177.384922,F,br,144,144,133,153,278,278,255,255,265,269,89,89,166,176,228,228,227,233
6933,20,-38.927075,177.360781,F,br,144,144,133,133,258,270,255,255,257,259,85,85,166,178,228,228,NA,NA
6934,20,-38.934689,177.38204,M,bl,138,144,133,133,258,258,259,259,NA,NA,87,87,180,182,248,250,227,233
6935,20,-38.934638,177.381713,M,br,134,134,133,133,270,278,255,255,257,269,87,91,178,178,228,228,233,235
6936,20,-38.930529,177.387068,F,bl,140,144,133,133,278,278,255,255,265,269,85,89,176,178,220,228,227,227
6937,20,-38.923086,177.362518,M,br,136,144,133,149,258,258,255,255,NA,NA,89,89,166,166,228,228,223,227
6939,20,-38.932999,177.387788,F,br,142,144,133,133,NA,NA,255,255,NA,NA,85,89,166,166,228,228,235,235
6940,20,-38.925299,177.360289,F,br,140,144,133,155,258,264,255,255,257,267,89,91,166,166,250,250,223,233
6941,20,-38.932831,177.390075,M,br,134,144,133,133,258,278,255,255,219,265,85,89,166,186,228,248,233,235
6942,20,-38.927211,177.361251,M,br,140,144,133,133,258,264,255,259,NA,NA,85,89,166,178,250,250,233,233
6943,20,-38.9235,177.362544,F,bl,138,140,133,133,264,264,255,255,NA,NA,89,91,166,180,228,228,223,235
6944,20,-38.923685,177.358861,M,br,140,140,133,133,258,264,255,255,257,269,89,91,166,182,250,250,227,227
6945,20,-38.916878,177.359753,M,bl,138,144,133,133,258,264,255,255,255,269,85,85,166,178,228,248,223,231
6946,20,-38.92305,177.363462,M,br,NA,NA,133,149,258,258,255,255,NA,NA,87,89,NA,NA,228,228,223,223
6947,20,-38.924946,177.360567,F,bl,140,144,133,133,258,264,255,255,257,259,89,89,166,178,248,250,223,223
6948,20,-38.916253,177.354843,F,bl,144,144,133,133,270,278,255,255,NA,NA,89,89,166,182,228,250,223,233
6949,20,-38.919183,177.356514,F,bl,138,138,133,149,258,278,255,255,257,269,85,85,166,166,228,228,223,227
6950,20,-38.924455,177.357823,M,bl,138,144,133,149,258,264,255,255,255,269,89,89,166,180,228,228,223,235
6951,20,-38.923904,177.358551,F,br,136,144,133,155,NA,NA,255,259,259,261,89,91,166,178,228,248,223,223
6952,20,-38.930416,177.387176,M,br,142,144,133,155,258,258,255,255,257,265,89,89,166,186,228,248,233,235
6953,20,-38.917939,177.355097,M,br,136,138,133,133,258,278,255,255,257,265,87,89,176,180,248,250,227,233
6954,20,-38.925222,177.360411,F,bl,140,140,133,133,258,264,255,255,257,259,89,91,166,186,250,250,231,233
6955,20,-38.925632,177.36031,M,bl,136,140,133,133,258,270,255,259,NA,NA,91,91,178,186,228,250,223,231
7560,20,-38.928764,177.370446,F,bl,140,144,133,149,258,258,255,259,NA,NA,87,91,166,186,248,248,231,233
7561,20,-38.918432,177.37839,F,br,140,140,133,155,264,270,255,255,NA,NA,85,89,166,178,228,250,223,235
7562,20,-38.922795,177.380337,M,br,140,144,133,155,258,258,255,259,269,269,85,89,166,186,228,248,223,235
7563,20,-38.921315,177.376827,M,br,140,144,133,149,264,270,255,255,NA,NA,89,91,166,178,228,250,233,233
7564,20,-38.92841,177.370493,M,br,138,140,149,155,NA,NA,255,255,NA,NA,85,85,166,186,250,250,223,235
7565,20,-38.924374,177.373705,M,br,140,140,133,133,278,278,255,255,219,265,89,91,178,186,248,248,NA,NA
7566,20,-38.91645,177.378578,M,br,144,144,133,149,258,278,255,255,255,257,85,91,166,166,228,228,NA,NA
6969b,20,-38.920731,177.354001,M,bl,140,140,133,149,258,278,255,255,257,265,89,91,166,178,228,228,223,235
5290,21,-38.88345,177.442393,F,D/Br,140,140,133,149,258,270,255,255,255,257,87,89,166,166,228,248,227,235
5291,21,-38.884459,177.438234,M,Bl,138,144,133,153,258,270,255,255,255,259,85,85,180,180,NA,NA,NA,NA
5556,21,-38.891752,177.443923,F,Bl,138,140,133,149,NA,NA,255,255,259,265,85,87,166,166,228,228,227,235
5557,21,-38.891752,177.443923,M,Bl,136,140,133,153,258,258,NA,NA,257,261,87,89,166,166,228,248,223,233
5559,21,-38.891752,177.443923,M,Bl,136,140,133,133,264,276,255,255,259,261,87,89,180,180,NA,NA,NA,NA
5560,21,-38.891752,177.443923,F,Bl,138,138,133,149,258,278,255,259,269,269,87,87,166,166,228,250,223,227
5561,21,-38.884201,177.448637,F,Bl,138,138,133,133,NA,NA,NA,NA,259,269,85,87,178,178,228,228,NA,NA
5562,21,-38.884164,177.447723,M,Bl,138,138,133,149,258,258,255,259,269,271,85,89,178,178,228,228,229,235
5563,21,-38.887869,177.442881,F,Bl,140,144,133,153,258,270,255,255,257,269,85,87,166,166,248,248,227,235
5564,21,-38.88464,177.442422,F,Bl,140,140,133,149,258,270,255,259,255,261,87,87,166,166,228,228,NA,NA
5565,21,-38.884272,177.444926,F,Bl,142,144,133,133,258,258,255,255,265,269,87,89,178,178,248,248,227,233
5566,21,-38.887103,177.438424,M,Bl,138,144,133,133,258,278,259,259,257,269,85,87,176,176,228,250,227,227
